# timestamp(s) x y z q_x q_y q_z q_w
3.245 15.4767 26.2955 2.91226 0.061895 -0.0791509 0.869211 -0.484124
3.2475 15.4634 26.3057 2.89541 0.062237 -0.0789222 0.869036 -0.484432
3.25 15.45 26.316 2.87868 0.0625784 -0.0786927 0.868861 -0.484739
3.2525 15.4366 26.3263 2.86208 0.0629192 -0.0784625 0.868685 -0.485047
3.255 15.4232 26.3365 2.84562 0.0632595 -0.0782316 0.86851 -0.485355
3.2575 15.4098 26.3467 2.82929 0.0635992 -0.0779998 0.868334 -0.485662
3.26 15.3963 26.3569 2.81309 0.0639383 -0.0777674 0.868158 -0.48597
3.2625 15.3829 26.3671 2.79703 0.0642768 -0.0775341 0.867981 -0.486277
3.265 15.3695 26.3773 2.78111 0.0646148 -0.0773002 0.867805 -0.486584
3.2675 15.3561 26.3875 2.76532 0.0649521 -0.0770654 0.867628 -0.486892
3.27 15.3426 26.3977 2.74967 0.0652889 -0.07683 0.867451 -0.487199
3.2725 15.3292 26.4078 2.73415 0.0656251 -0.0765938 0.867274 -0.487506
3.275 15.3157 26.4179 2.71878 0.0659607 -0.0763568 0.867097 -0.487813
3.2775 15.3023 26.4281 2.70355 0.0662957 -0.0761191 0.86692 -0.48812
3.28 15.2888 26.4382 2.68846 0.0666302 -0.0758807 0.866742 -0.488427
3.2825 15.2753 26.4483 2.67351 0.066964 -0.0756416 0.866564 -0.488734
3.285 15.2618 26.4583 2.65871 0.0672972 -0.0754017 0.866386 -0.489041
3.2875 15.2484 26.4684 2.64405 0.0676298 -0.075161 0.866208 -0.489348
3.29 15.2349 26.4785 2.62953 0.0679618 -0.0749197 0.866029 -0.489654
3.2925 15.2214 26.4885 2.61517 0.0682933 -0.0746776 0.865851 -0.489961
3.295 15.2079 26.4985 2.60095 0.068624 -0.0744348 0.865672 -0.490268
3.2975 15.1943 26.5085 2.58687 0.0689542 -0.0741913 0.865493 -0.490574
3.3 15.1808 26.5186 2.57295 0.0692838 -0.073947 0.865314 -0.490881
3.3025 15.1673 26.5285 2.55917 0.0696127 -0.0737021 0.865134 -0.491187
3.305 15.1538 26.5385 2.54555 0.0699411 -0.0734564 0.864954 -0.491494
3.3075 15.1402 26.5485 2.53208 0.0702688 -0.07321 0.864775 -0.4918
3.31 15.1267 26.5584 2.51876 0.0705958 -0.0729629 0.864595 -0.492107
3.3125 15.1131 26.5684 2.50559 0.0709223 -0.072715 0.864414 -0.492413
3.315 15.0996 26.5783 2.49258 0.0712481 -0.0724665 0.864234 -0.492719
3.3175 15.086 26.5882 2.47972 0.0715733 -0.0722173 0.864053 -0.493025
3.32 15.0725 26.5981 2.46702 0.0718978 -0.0719673 0.863872 -0.493331
3.3225 15.0589 26.608 2.45447 0.0722217 -0.0717167 0.863691 -0.493638
3.325 15.0453 26.6178 2.44208 0.072545 -0.0714653 0.86351 -0.493944
3.3275 15.0317 26.6277 2.42985 0.0728676 -0.0712133 0.863329 -0.49425
3.33 15.0181 26.6375 2.41777 0.0731896 -0.0709605 0.863147 -0.494556
3.3325 15.0045 26.6474 2.40586 0.0735109 -0.0707071 0.862965 -0.494862
3.335 14.9909 26.6572 2.39411 0.0738316 -0.070453 0.862783 -0.495167
3.3375 14.9773 26.667 2.38251 0.0741516 -0.0701981 0.862601 -0.495473
3.34 14.9637 26.6768 2.37108 0.0744709 -0.0699426 0.862418 -0.495779
3.3425 14.9501 26.6865 2.35981 0.0747896 -0.0696864 0.862236 -0.496085
3.345 14.9364 26.6963 2.3487 0.0751077 -0.0694296 0.862053 -0.496391
3.3475 14.9228 26.7061 2.33776 0.0754251 -0.069172 0.86187 -0.496696
3.35 14.9092 26.7158 2.32698 0.0757418 -0.0689137 0.861686 -0.497002
3.3525 14.8955 26.7255 2.31637 0.0760578 -0.0686548 0.861503 -0.497308
3.355 14.8819 26.7352 2.30592 0.0763732 -0.0683952 0.861319 -0.497613
3.3575 14.8682 26.7449 2.29563 0.0766879 -0.068135 0.861135 -0.497919
3.36 14.8545 26.7546 2.28552 0.0770019 -0.067874 0.860951 -0.498224
3.3625 14.8409 26.7643 2.27557 0.0773152 -0.0676124 0.860767 -0.49853
3.365 14.8272 26.7739 2.26579 0.0776279 -0.0673501 0.860582 -0.498835
3.3675 14.8135 26.7836 2.25618 0.0779399 -0.0670872 0.860397 -0.499141
3.37 14.7998 26.7932 2.24674 0.0782512 -0.0668236 0.860212 -0.499446
3.3725 14.7861 26.8028 2.23746 0.0785618 -0.0665593 0.860027 -0.499751
3.375 14.7724 26.8124 2.22836 -0.0788717 0.0662944 -0.859842 0.500057
3.3775 14.7587 26.822 2.21943 -0.0791809 0.0660288 -0.859656 0.500362
3.38 14.745 26.8316 2.21067 -0.0794895 0.0657626 -0.85947 0.500667
3.3825 14.7313 26.8411 2.20208 -0.0797973 0.0654957 -0.859284 0.500972
3.385 14.7176 26.8507 2.19367 -0.0801044 0.0652282 -0.859098 0.501277
3.3875 14.7038 26.8602 2.18543 -0.0804109 0.06496 -0.858912 0.501583
3.39 14.6901 26.8697 2.17736 -0.0807166 0.0646912 -0.858725 0.501888
3.3925 14.6763 26.8792 2.16946 -0.0810216 0.0644217 -0.858538 0.502193
3.395 14.6626 26.8887 2.16174 -0.0813259 0.0641516 -0.858351 0.502498
3.3975 14.6488 26.8982 2.1542 -0.0816295 0.0638809 -0.858164 0.502803
3.4 14.6351 26.9077 2.14683 -0.0819324 0.0636095 -0.857976 0.503108
3.4025 14.6213 26.9171 2.13964 -0.0822346 0.0633375 -0.857789 0.503413
3.405 14.6075 26.9266 2.13262 -0.0825361 0.0630648 -0.857601 0.503718
3.4075 14.5938 26.936 2.12578 -0.0828368 0.0627916 -0.857412 0.504023
3.41 14.58 26.9454 2.11912 -0.0831368 0.0625177 -0.857224 0.504328
3.4125 14.5662 26.9548 2.11263 -0.0834361 0.0622431 -0.857036 0.504633
3.415 14.5524 26.9642 2.10633 -0.0837347 0.061968 -0.856847 0.504938
3.4175 14.5386 26.9736 2.1002 -0.0840325 0.0616922 -0.856658 0.505243
3.42 14.5248 26.9829 2.09425 -0.0843296 0.0614158 -0.856469 0.505548
3.4225 14.5109 26.9923 2.08848 -0.084626 0.0611388 -0.856279 0.505852
3.425 14.4971 27.0016 2.08289 -0.0849216 0.0608612 -0.856089 0.506157
3.4275 14.4833 27.0109 2.07748 -0.0852165 0.060583 -0.8559 0.506462
3.43 14.4695 27.0202 2.07225 -0.0855106 0.0603042 -0.85571 0.506767
3.4325 14.4556 27.0295 2.0672 -0.085804 0.0600247 -0.855519 0.507072
3.435 14.4418 27.0388 2.06233 -0.0860967 0.0597447 -0.855329 0.507376
3.4375 14.4279 27.048 2.05764 -0.0863886 0.0594641 -0.855138 0.507681
3.44 14.4141 27.0573 2.05314 -0.0866798 0.0591828 -0.854947 0.507986
3.4425 14.4002 27.0665 2.04881 -0.0869702 0.058901 -0.854756 0.50829
3.445 14.3863 27.0757 2.04467 -0.0872598 0.0586185 -0.854565 0.508595
3.4475 14.3725 27.0849 2.04071 -0.0875487 0.0583355 -0.854373 0.5089
3.45 14.3586 27.0941 2.03693 -0.0878369 0.0580519 -0.854181 0.509204
3.4525 14.3447 27.1033 2.03334 -0.0881243 0.0577677 -0.853989 0.509509
3.455 14.3308 27.1125 2.02993 -0.0884109 0.0574829 -0.853797 0.509814
3.4575 14.3169 27.1216 2.0267 -0.0886967 0.0571976 -0.853604 0.510118
3.46 14.303 27.1308 2.02366 -0.0889818 0.0569116 -0.853412 0.510423
3.4625 14.2891 27.1399 2.02079 -0.0892662 0.0566251 -0.853219 0.510728
3.465 14.2752 27.149 2.01812 -0.0895497 0.056338 -0.853026 0.511032
3.4675 14.2613 27.1581 2.01562 -0.0898325 0.0560503 -0.852832 0.511337
3.47 14.2474 27.1672 2.01331 -0.0901145 0.0557621 -0.852639 0.511641
3.4725 14.2334 27.1763 2.01119 -0.0903957 0.0554733 -0.852445 0.511946
3.475 14.2195 27.1853 2.00925 -0.0906761 0.0551839 -0.852251 0.512251
3.4775 14.2055 27.1944 2.00749 -0.0909558 0.054894 -0.852057 0.512555
3.48 14.1916 27.2034 2.00592 -0.0912347 0.0546035 -0.851862 0.51286
3.4825 14.1776 27.2124 2.00453 -0.0915128 0.0543124 -0.851668 0.513164
3.485 14.1637 27.2214 2.00333 -0.0917901 0.0540208 -0.851473 0.513469
3.4875 14.1497 27.2304 2.00231 -0.0920666 0.0537286 -0.851278 0.513773
3.49 14.1357 27.2394 2.00148 -0.0923423 0.0534359 -0.851083 0.514078
3.4925 14.1218 27.2484 2.00083 -0.0926172 0.0531426 -0.850887 0.514382
3.495 14.1078 27.2573 2.00037 -0.0928914 0.0528488 -0.850691 0.514687
3.4975 14.0938 27.2662 2.00009 -0.0931647 0.0525545 -0.850495 0.514991
3.5 14.0798 27.2752 2 -0.0934372 0.0522596 -0.850299 0.515296
3.5025 14.0658 27.2841 2.00009 -0.093709 0.0519642 -0.850103 0.515601
3.505 14.0518 27.293 2.00037 -0.0939799 0.0516682 -0.849906 0.515905
3.5075 14.0378 27.3018 2.00083 -0.09425 0.0513717 -0.849709 0.51621
3.51 14.0238 27.3107 2.00148 -0.0945193 0.0510747 -0.849512 0.516514
3.5125 14.0098 27.3196 2.00231 -0.0947878 0.0507771 -0.849315 0.516819
3.515 13.9957 27.3284 2.00333 -0.0950555 0.050479 -0.849117 0.517123
3.5175 13.9817 27.3372 2.00453 -0.0953223 0.0501804 -0.848919 0.517428
3.52 13.9677 27.346 2.00592 -0.0955884 0.0498813 -0.848721 0.517732
3.5225 13.9536 27.3548 2.00749 -0.0958536 0.0495816 -0.848523 0.518037
3.525 13.9396 27.3636 2.00925 -0.096118 0.0492815 -0.848325 0.518341
3.5275 13.9255 27.3724 2.01119 -0.0963816 0.0489808 -0.848126 0.518646
3.53 13.9115 27.3811 2.01331 -0.0966444 0.0486796 -0.847927 0.518951
3.5325 13.8974 27.3899 2.01562 -0.0969063 0.0483779 -0.847728 0.519255
3.535 13.8833 27.3986 2.01812 -0.0971675 0.0480757 -0.847529 0.51956
3.5375 13.8692 27.4073 2.02079 -0.0974277 0.047773 -0.847329 0.519864
3.54 13.8552 27.416 2.02366 -0.0976872 0.0474698 -0.847129 0.520169
3.5425 13.8411 27.4247 2.0267 -0.0979458 0.0471661 -0.846929 0.520474
3.545 13.827 27.4334 2.02993 -0.0982036 0.0468619 -0.846729 0.520778
3.5475 13.8129 27.442 2.03334 -0.0984605 0.0465572 -0.846529 0.521083
3.55 13.7988 27.4507 2.03693 -0.0987166 0.0462521 -0.846328 0.521387
3.5525 13.7847 27.4593 2.04071 -0.0989719 0.0459464 -0.846127 0.521692
3.555 13.7706 27.4679 2.04467 -0.0992263 0.0456402 -0.845926 0.521997
3.5575 13.7564 27.4765 2.04881 -0.0994799 0.0453336 -0.845724 0.522301
3.56 13.7423 27.4851 2.05314 -0.0997326 0.0450265 -0.845523 0.522606
3.5625 13.7282 27.4937 2.05764 -0.0999844 0.0447189 -0.845321 0.522911
3.565 13.714 27.5023 2.06233 -0.100235 0.0444108 -0.845119 0.523216
3.5675 13.6999 27.5108 2.0672 -0.100486 0.0441023 -0.844917 0.52352
3.57 13.6858 27.5194 2.07225 -0.100735 0.0437933 -0.844714 0.523825
3.5725 13.6716 27.5279 2.07748 -0.100983 0.0434838 -0.844511 0.52413
3.575 13.6575 27.5364 2.08289 -0.101231 0.0431739 -0.844308 0.524434
3.5775 13.6433 27.5449 2.08848 -0.101478 0.0428635 -0.844105 0.524739
3.58 13.6291 27.5533 2.09425 -0.101724 0.0425527 -0.843902 0.525044
3.5825 13.6149 27.5618 2.1002 -0.101969 0.0422413 -0.843698 0.525349
3.585 13.6008 27.5703 2.10633 -0.102213 0.0419296 -0.843494 0.525654
3.5875 13.5866 27.5787 2.11263 -0.102456 0.0416174 -0.84329 0.525959
3.59 13.5724 27.5871 2.11912 -0.102698 0.0413047 -0.843086 0.526263
3.5925 13.5582 27.5955 2.12578 -0.10294 0.0409916 -0.842881 0.526568
3.595 13.544 27.6039 2.13262 -0.103181 0.0406781 -0.842677 0.526873
3.5975 13.5298 27.6123 2.13964 -0.10342 0.0403641 -0.842471 0.527178
3.6 13.5156 27.6207 2.14683 -0.103659 0.0400496 -0.842266 0.527483
3.6025 13.5014 27.629 2.1542 -0.103897 0.0397348 -0.842061 0.527788
3.605 13.4871 27.6374 2.16174 -0.104135 0.0394195 -0.841855 0.528093
3.6075 13.4729 27.6457 2.16946 -0.104371 0.0391038 -0.841649 0.528398
3.61 13.4587 27.654 2.17736 -0.104606 0.0387876 -0.841443 0.528703
3.6125 13.4445 27.6623 2.18543 -0.104841 0.038471 -0.841237 0.529008
3.615 13.4302 27.6706 2.19367 -0.105074 0.038154 -0.84103 0.529313
3.6175 13.416 27.6789 2.20208 -0.105307 0.0378366 -0.840823 0.529618
3.62 13.4017 27.6871 2.21067 -0.105539 0.0375188 -0.840616 0.529923
3.6225 13.3875 27.6954 2.21943 -0.10577 0.0372006 -0.840409 0.530228
3.625 13.3732 27.7036 2.22836 -0.106 0.0368819 -0.840201 0.530534
3.6275 13.3589 27.7118 2.23746 -0.106229 0.0365628 -0.839993 0.530839
3.63 13.3447 27.72 2.24674 -0.106457 0.0362434 -0.839785 0.531144
3.6325 13.3304 27.7282 2.25618 -0.106685 0.0359235 -0.839577 0.531449
3.635 13.3161 27.7363 2.26579 -0.106911 0.0356033 -0.839369 0.531755
3.6375 13.3018 27.7445 2.27557 -0.107137 0.0352826 -0.83916 0.53206
3.64 13.2875 27.7526 2.28552 -0.107361 0.0349615 -0.838951 0.532365
3.6425 13.2732 27.7608 2.29563 -0.107585 0.0346401 -0.838742 0.53267
3.645 13.2589 27.7689 2.30592 -0.107808 0.0343182 -0.838532 0.532976
3.6475 13.2446 27.777 2.31637 -0.10803 0.033996 -0.838323 0.533281
3.65 13.2303 27.7851 2.32698 -0.108251 0.0336734 -0.838113 0.533587
3.6525 13.216 27.7932 2.33776 -0.108471 0.0333504 -0.837903 0.533892
3.655 13.2016 27.8012 2.3487 -0.10869 0.0330271 -0.837692 0.534198
3.6575 13.1873 27.8093 2.35981 -0.108908 0.0327033 -0.837482 0.534503
3.66 13.173 27.8173 2.37108 -0.109126 0.0323792 -0.837271 0.534809
3.6625 13.1586 27.8253 2.38251 -0.109342 0.0320547 -0.83706 0.535114
3.665 13.1443 27.8333 2.39411 -0.109558 0.0317299 -0.836849 0.53542
3.6675 13.1299 27.8413 2.40586 -0.109772 0.0314047 -0.836637 0.535725
3.67 13.1156 27.8493 2.41777 -0.109986 0.0310791 -0.836426 0.536031
3.6725 13.1012 27.8572 2.42985 -0.110199 0.0307532 -0.836214 0.536337
3.675 13.0869 27.8652 2.44208 -0.110411 0.0304269 -0.836001 0.536643
3.6775 13.0725 27.8731 2.45447 -0.110622 0.0301003 -0.835789 0.536948
3.68 13.0581 27.881 2.46702 -0.110832 0.0297733 -0.835576 0.537254
3.6825 13.0437 27.8889 2.47972 -0.111041 0.029446 -0.835363 0.53756
3.685 13.0294 27.8968 2.49258 -0.111249 0.0291183 -0.83515 0.537866
3.6875 13.015 27.9047 2.50559 -0.111456 0.0287903 -0.834937 0.538172
3.69 13.0006 27.9126 2.51876 -0.111662 0.0284619 -0.834723 0.538478
3.6925 12.9862 27.9204 2.53208 -0.111867 0.0281332 -0.83451 0.538784
3.695 12.9718 27.9282 2.54555 -0.112072 0.0278042 -0.834296 0.53909
3.6975 12.9574 27.9361 2.55917 -0.112275 0.0274748 -0.834081 0.539396
3.7 12.943 27.9439 2.57295 -0.112478 0.0271452 -0.833867 0.539702
3.7025 12.9285 27.9517 2.58687 -0.112679 0.0268152 -0.833652 0.540008
3.705 12.9141 27.9594 2.60095 -0.11288 0.0264848 -0.833437 0.540314
3.7075 12.8997 27.9672 2.61517 -0.11308 0.0261542 -0.833222 0.54062
3.71 12.8853 27.9749 2.62953 -0.113278 0.0258232 -0.833006 0.540927
3.7125 12.8708 27.9827 2.64405 -0.113476 0.0254919 -0.832791 0.541233
3.715 12.8564 27.9904 2.65871 -0.113673 0.0251604 -0.832575 0.541539
3.7175 12.8419 27.9981 2.67351 -0.113869 0.0248285 -0.832359 0.541845
3.72 12.8275 28.0058 2.68846 -0.114064 0.0244963 -0.832142 0.542152
3.7225 12.813 28.0135 2.70355 -0.114258 0.0241638 -0.831926 0.542458
3.725 12.7986 28.0211 2.71878 -0.114451 0.023831 -0.831709 0.542765
3.7275 12.7841 28.0288 2.73415 -0.114643 0.0234979 -0.831492 0.543071
3.73 12.7696 28.0364 2.74967 -0.114834 0.0231645 -0.831274 0.543378
3.7325 12.7551 28.044 2.76532 -0.115024 0.0228308 -0.831057 0.543684
3.735 12.7407 28.0516 2.78111 -0.115213 0.0224969 -0.830839 0.543991
3.7375 12.7262 28.0592 2.79703 -0.115401 0.0221626 -0.830621 0.544298
3.74 12.7117 28.0668 2.81309 -0.115589 0.0218281 -0.830403 0.544604
3.7425 12.6972 28.0744 2.82929 -0.115775 0.0214933 -0.830184 0.544911
3.745 12.6827 28.0819 2.84562 -0.11596 0.0211582 -0.829966 0.545218
3.7475 12.6682 28.0895 2.86208 -0.116145 0.0208228 -0.829747 0.545525
3.75 12.6537 28.097 2.87868 -0.116328 0.0204872 -0.829528 0.545832
3.7525 12.6392 28.1045 2.89541 -0.11651 0.0201513 -0.829308 0.546138
3.755 12.6246 28.112 2.91226 -0.116692 0.0198151 -0.829089 0.546445
3.7575 12.6101 28.1195 2.92925 -0.116872 0.0194787 -0.828869 0.546752
3.76 12.5956 28.1269 2.94636 -0.117052 0.019142 -0.828649 0.547059
3.7625 12.581 28.1344 2.9636 -0.11723 0.0188051 -0.828428 0.547367
3.765 12.5665 28.1418 2.98096 -0.117408 0.0184679 -0.828208 0.547674
3.7675 12.552 28.1492 2.99845 -0.117584 0.0181305 -0.827987 0.547981
3.77 12.5374 28.1566 3.01606 -0.11776 0.0177928 -0.827766 0.548288
3.7725 12.5229 28.164 3.0338 -0.117935 0.0174549 -0.827544 0.548595
3.775 12.5083 28.1714 3.05166 -0.118108 0.0171167 -0.827323 0.548903
3.7775 12.4938 28.1788 3.06963 -0.118281 0.0167783 -0.827101 0.54921
3.78 12.4792 28.1861 3.08773 -0.118453 0.0164396 -0.826879 0.549517
3.7825 12.4646 28.1935 3.10594 -0.118623 0.0161008 -0.826657 0.549825
3.785 12.45 28.2008 3.12427 -0.118793 0.0157617 -0.826435 0.550132
3.7875 12.4355 28.2081 3.14272 -0.118962 0.0154223 -0.826212 0.55044
3.79 12.4209 28.2154 3.16128 -0.11913 0.0150828 -0.825989 0.550748
3.7925 12.4063 28.2227 3.17995 -0.119296 0.014743 -0.825766 0.551055
3.795 12.3917 28.2299 3.19874 -0.119462 0.014403 -0.825542 0.551363
3.7975 12.3771 28.2372 3.21764 -0.119627 0.0140628 -0.825319 0.551671
3.8 12.3625 28.2444 3.23664 -0.119791 0.0137223 -0.825095 0.551978
3.8025 12.3479 28.2516 3.25576 -0.119953 0.0133817 -0.824871 0.552286
3.805 12.3333 28.2588 3.27498 -0.120115 0.0130409 -0.824647 0.552594
3.8075 12.3187 28.266 3.29431 -0.120276 0.0126998 -0.824422 0.552902
3.81 12.304 28.2732 3.31375 -0.120436 0.0123586 -0.824197 0.55321
3.8125 12.2894 28.2804 3.33329 -0.120595 0.0120172 -0.823972 0.553518
3.815 12.2748 28.2875 3.35293 -0.120752 0.0116755 -0.823747 0.553826
3.8175 12.2601 28.2947 3.37268 -0.120909 0.0113337 -0.823522 0.554134
3.82 12.2455 28.3018 3.39252 -0.121065 0.0109917 -0.823296 0.554442
3.8225 12.2309 28.3089 3.41246 -0.12122 0.0106495 -0.82307 0.554751
3.825 12.2162 28.316 3.4325 -0.121373 0.0103071 -0.822844 0.555059
3.8275 12.2016 28.3231 3.45264 -0.121526 0.00996452 -0.822617 0.555367
3.83 12.1869 28.3301 3.47288 -0.121678 0.00962178 -0.822391 0.555675
3.8325 12.1722 28.3372 3.4932 -0.121829 0.00927887 -0.822164 0.555984
3.835 12.1576 28.3442 3.51362 -0.121979 0.00893578 -0.821937 0.556292
3.8375 12.1429 28.3512 3.53414 -0.122127 0.00859253 -0.82171 0.556601
3.84 12.1282 28.3582 3.55474 -0.122275 0.00824911 -0.821482 0.556909
3.8425 12.1136 28.3652 3.57543 -0.122422 0.00790553 -0.821254 0.557218
3.845 12.0989 28.3722 3.59621 -0.122568 0.00756179 -0.821026 0.557527
3.8475 12.0842 28.3792 3.61708 -0.122712 0.0072179 -0.820798 0.557835
3.85 12.0695 28.3861 3.63803 -0.122856 0.00687385 -0.820569 0.558144
3.8525 12.0548 28.393 3.65906 -0.122999 0.00652965 -0.820341 0.558453
3.855 12.0401 28.4 3.68018 -0.12314 0.0061853 -0.820112 0.558762
3.8575 12.0254 28.4069 3.70138 -0.123281 0.00584081 -0.819883 0.559071
3.86 12.0107 28.4137 3.72266 -0.123421 0.00549617 -0.819653 0.55938
3.8625 11.996 28.4206 3.74402 -0.123559 0.0051514 -0.819424 0.559689
3.865 11.9813 28.4275 3.76546 -0.123697 0.0048065 -0.819194 0.559998
3.8675 11.9665 28.4343 3.78697 -0.123833 0.00446146 -0.818964 0.560307
3.87 11.9518 28.4412 3.80856 -0.123969 0.00411629 -0.818733 0.560616
3.8725 11.9371 28.448 3.83022 -0.124104 0.00377099 -0.818503 0.560926
3.875 11.9223 28.4548 3.85195 -0.124237 0.00342557 -0.818272 0.561235
3.8775 11.9076 28.4616 3.87375 -0.12437 0.00308003 -0.818041 0.561544
3.88 11.8929 28.4683 3.89563 -0.124501 0.00273438 -0.81781 0.561854
3.8825 11.8781 28.4751 3.91757 -0.124632 0.0023886 -0.817578 0.562163
3.885 11.8634 28.4819 3.93958 -0.124761 0.00204272 -0.817346 0.562473
3.8875 11.8486 28.4886 3.96165 -0.124889 0.00169673 -0.817114 0.562782
3.89 11.8338 28.4953 3.98379 -0.125017 0.00135063 -0.816882 0.563092
3.8925 11.8191 28.502 4.00599 -0.125143 0.00100443 -0.81665 0.563401
3.895 11.8043 28.5087 4.02825 -0.125268 0.000658125 -0.816417 0.563711
3.8975 11.7895 28.5154 4.05057 -0.125393 0.000311727 -0.816184 0.564021
3.9 11.7748 28.522 4.07295 -0.125516 -3.47646e-05 -0.815951 0.564331
3.9025 11.76 28.5287 4.09539 -0.125638 -0.000381347 -0.815718 0.564641
3.905 11.7452 28.5353 4.11788 -0.125759 -0.000728018 -0.815484 0.564951
3.9075 11.7304 28.5419 4.14043 -0.125879 -0.00107477 -0.815251 0.565261
3.91 11.7156 28.5485 4.16303 -0.125999 -0.00142161 -0.815017 0.565571
3.9125 11.7008 28.5551 4.18568 -0.126117 -0.00176853 -0.814782 0.565881
3.915 11.686 28.5617 4.20838 -0.126234 -0.00211552 -0.814548 0.566191
3.9175 11.6712 28.5682 4.23113 -0.12635 -0.00246258 -0.814313 0.566501
3.92 11.6564 28.5748 4.25393 -0.126465 -0.00280972 -0.814078 0.566811
3.9225 11.6416 28.5813 4.27677 -0.126579 -0.00315692 -0.813843 0.567122
3.925 11.6268 28.5878 4.29966 -0.126692 -0.00350419 -0.813608 0.567432
3.9275 11.6119 28.5943 4.3226 -0.126803 -0.00385152 -0.813372 0.567743
3.93 11.5971 28.6008 4.34557 -0.126914 -0.0041989 -0.813136 0.568053
3.9325 11.5823 28.6073 4.36858 -0.127024 -0.00454634 -0.8129 0.568364
3.935 11.5674 28.6137 4.39164 -0.127133 -0.00489383 -0.812664 0.568674
3.9375 11.5526 28.6202 4.41473 -0.127241 -0.00524137 -0.812428 0.568985
3.94 11.5378 28.6266 4.43786 -0.127347 -0.00558896 -0.812191 0.569295
3.9425 11.5229 28.633 4.46102 -0.127453 -0.00593659 -0.811954 0.569606
3.945 11.5081 28.6394 4.48421 -0.127557 -0.00628426 -0.811717 0.569917
3.9475 11.4932 28.6458 4.50744 -0.127661 -0.00663197 -0.811479 0.570228
3.95 11.4783 28.6521 4.5307 -0.127763 -0.00697971 -0.811242 0.570539
3.9525 11.4635 28.6585 4.55398 -0.127865 -0.00732748 -0.811004 0.57085
3.955 11.4486 28.6648 4.5773 -0.127965 -0.00767529 -0.810766 0.571161
3.9575 11.4337 28.6711 4.60064 -0.128065 -0.00802311 -0.810528 0.571472
3.96 11.4189 28.6775 4.624 -0.128163 -0.00837096 -0.810289 0.571783
3.9625 11.404 28.6838 4.64739 -0.12826 -0.00871883 -0.81005 0.572094
3.965 11.3891 28.69 4.6708 -0.128356 -0.00906671 -0.809811 0.572406
3.9675 11.3742 28.6963 4.69423 -0.128452 -0.00941461 -0.809572 0.572717
3.97 11.3593 28.7025 4.71768 -0.128546 -0.00976251 -0.809333 0.573028
3.9725 11.3444 28.7088 4.74114 -0.128639 -0.0101104 -0.809093 0.57334
3.975 11.3295 28.715 4.76462 -0.128731 -0.0104583 -0.808853 0.573651
3.9775 11.3146 28.7212 4.78812 -0.128822 -0.0108063 -0.808613 0.573963
3.98 11.2997 28.7274 4.81163 -0.128912 -0.0111542 -0.808373 0.574274
3.9825 11.2848 28.7336 4.83515 -0.129 -0.0115021 -0.808132 0.574586
3.985 11.2699 28.7397 4.85868 -0.129088 -0.01185 -0.807891 0.574898
3.9875 11.255 28.7459 4.88222 -0.129175 -0.0121979 -0.80765 0.575209
3.99 11.2401 28.752 4.90577 -0.129261 -0.0125458 -0.807409 0.575521
3.9925 11.2251 28.7581 4.92932 -0.129345 -0.0128936 -0.807168 0.575833
3.995 11.2102 28.7642 4.95288 -0.129429 -0.0132415 -0.806926 0.576145
3.9975 11.1953 28.7703 4.97644 -0.129511 -0.0135893 -0.806684 0.576457
4 11.1803 28.7764 5 -0.129593 -0.0139371 -0.806442 0.576769
4.0025 11.1654 28.7825 5.02356 -0.129673 -0.0142849 -0.8062 0.577081
4.005 11.1505 28.7885 5.04712 -0.129753 -0.0146326 -0.805957 0.577393
4.0075 11.1355 28.7945 5.07068 -0.129831 -0.0149803 -0.805715 0.577705
4.01 11.1206 28.8006 5.09423 -0.129908 -0.0153279 -0.805472 0.578018
4.0125 11.1056 28.8066 5.11778 -0.129984 -0.0156756 -0.805228 0.57833
4.015 11.0906 28.8126 5.14132 -0.130059 -0.0160231 -0.804985 0.578642
4.0175 11.0757 28.8185 5.16485 -0.130134 -0.0163707 -0.804741 0.578955
4.02 11.0607 28.8245 5.18837 -0.130207 -0.0167182 -0.804498 0.579267
4.0225 11.0457 28.8304 5.21188 -0.130278 -0.0170656 -0.804254 0.57958
4.025 11.0308 28.8364 5.23538 -0.130349 -0.017413 -0.804009 0.579892
4.0275 11.0158 28.8423 5.25886 -0.130419 -0.0177603 -0.803765 0.580205
4.03 11.0008 28.8482 5.28232 -0.130488 -0.0181075 -0.80352 0.580517
4.0325 10.9858 28.8541 5.30577 -0.130556 -0.0184547 -0.803275 0.58083
4.035 10.9708 28.8599 5.3292 -0.130622 -0.0188018 -0.80303 0.581143
4.0375 10.9558 28.8658 5.35261 -0.130688 -0.0191489 -0.802785 0.581456
4.04 10.9408 28.8716 5.376 -0.130752 -0.0194958 -0.802539 0.581769
4.0425 10.9258 28.8774 5.39936 -0.130816 -0.0198427 -0.802293 0.582082
4.045 10.9108 28.8832 5.4227 -0.130878 -0.0201896 -0.802047 0.582395
4.0475 10.8958 28.889 5.44602 -0.13094 -0.0205363 -0.801801 0.582708
4.05 10.8808 28.8948 5.4693 -0.131 -0.0208829 -0.801555 0.583021
4.0525 10.8658 28.9006 5.49256 -0.131059 -0.0212295 -0.801308 0.583334
4.055 10.8508 28.9063 5.51579 -0.131117 -0.021576 -0.801061 0.583647
4.0575 10.8357 28.9121 5.53898 -0.131174 -0.0219223 -0.800814 0.58396
