# timestamp(s) x y z q_x q_y q_z q_w
10.7875 -14.5219 -1.20659 6.85163 0.00207902 0.14791 -0.11951 -0.982378
10.79 -14.5181 -1.22564 6.83302 0.00177104 0.147957 -0.119929 -0.982321
10.7925 -14.5143 -1.24468 6.8143 0.00146302 0.148002 -0.120348 -0.982263
10.795 -14.5105 -1.26371 6.79546 0.00115496 0.148047 -0.120767 -0.982206
10.7975 -14.5067 -1.28274 6.77652 0.000846862 0.14809 -0.121187 -0.982148
10.8 -14.5029 -1.30177 6.75746 0.000538735 0.148132 -0.121606 -0.98209
10.8025 -14.499 -1.32079 6.7383 0.000230579 0.148173 -0.122025 -0.982032
10.805 -14.4951 -1.33981 6.71903 -7.76027e-05 0.148213 -0.122445 -0.981974
10.8075 -14.4913 -1.35883 6.69965 -0.000385808 0.148251 -0.122864 -0.981916
10.81 -14.4874 -1.37784 6.68017 -0.000694035 0.148289 -0.123284 -0.981858
10.8125 -14.4835 -1.39685 6.66059 -0.00100228 0.148325 -0.123703 -0.981799
10.815 -14.4796 -1.41586 6.6409 -0.00131054 0.14836 -0.124123 -0.981741
10.8175 -14.4757 -1.43486 6.62112 -0.00161881 0.148394 -0.124542 -0.981682
10.82 -14.4717 -1.45385 6.60123 -0.0019271 0.148427 -0.124962 -0.981624
10.8225 -14.4678 -1.47284 6.58124 -0.00223539 0.148459 -0.125382 -0.981565
10.825 -14.4638 -1.49183 6.56116 -0.00254368 0.148489 -0.125802 -0.981506
10.8275 -14.4598 -1.51082 6.54098 -0.00285198 0.148519 -0.126221 -0.981447
10.83 -14.4559 -1.5298 6.52071 -0.00316027 0.148547 -0.126641 -0.981388
10.8325 -14.4519 -1.54877 6.50034 -0.00346857 0.148574 -0.127061 -0.981328
10.835 -14.4479 -1.56775 6.47988 -0.00377685 0.1486 -0.127481 -0.981269
10.8375 -14.4439 -1.58672 6.45933 -0.00408513 0.148625 -0.127901 -0.981209
10.84 -14.4398 -1.60568 6.43869 -0.0043934 0.148648 -0.128321 -0.98115
10.8425 -14.4358 -1.62464 6.41796 -0.00470165 0.148671 -0.128741 -0.98109
10.845 -14.4317 -1.6436 6.39715 -0.00500988 0.148692 -0.129161 -0.98103
10.8475 -14.4277 -1.66255 6.37625 -0.0053181 0.148713 -0.129582 -0.98097
10.85 -14.4236 -1.6815 6.35526 -0.00562629 0.148732 -0.130002 -0.98091
10.8525 -14.4195 -1.70044 6.33419 -0.00593446 0.14875 -0.130422 -0.98085
10.855 -14.4154 -1.71938 6.31304 -0.0062426 0.148766 -0.130842 -0.98079
10.8575 -14.4113 -1.73832 6.29181 -0.00655071 0.148782 -0.131263 -0.980729
10.86 -14.4072 -1.75725 6.27049 -0.00685878 0.148796 -0.131683 -0.980669
10.8625 -14.403 -1.77618 6.2491 -0.00716682 0.14881 -0.132103 -0.980608
10.865 -14.3989 -1.7951 6.22764 -0.00747482 0.148822 -0.132524 -0.980547
10.8675 -14.3947 -1.81402 6.20609 -0.00778278 0.148833 -0.132944 -0.980487
10.87 -14.3905 -1.83293 6.18448 -0.0080907 0.148843 -0.133365 -0.980426
10.8725 -14.3864 -1.85184 6.16279 -0.00839857 0.148852 -0.133785 -0.980365
10.875 -14.3822 -1.87075 6.14103 -0.00870639 0.148859 -0.134206 -0.980303
10.8775 -14.378 -1.88965 6.1192 -0.00901416 0.148866 -0.134626 -0.980242
10.88 -14.3737 -1.90855 6.0973 -0.00932187 0.148871 -0.135047 -0.980181
10.8825 -14.3695 -1.92745 6.07533 -0.00962953 0.148875 -0.135467 -0.980119
10.885 -14.3653 -1.94634 6.0533 -0.00993712 0.148878 -0.135888 -0.980058
10.8875 -14.361 -1.96522 6.0312 -0.0102447 0.14888 -0.136309 -0.979996
10.89 -14.3567 -1.9841 6.00904 -0.0105521 0.148881 -0.136729 -0.979934
10.8925 -14.3525 -2.00298 5.98681 -0.0108595 0.14888 -0.13715 -0.979872
10.895 -14.3482 -2.02185 5.96453 -0.0111668 0.148878 -0.137571 -0.97981
10.8975 -14.3439 -2.04072 5.94218 -0.0114741 0.148876 -0.137991 -0.979748
10.9 -14.3395 -2.05958 5.91978 -0.0117813 0.148872 -0.138412 -0.979686
10.9025 -14.3352 -2.07844 5.89733 -0.0120884 0.148867 -0.138833 -0.979623
10.905 -14.3309 -2.0973 5.87481 -0.0123954 0.14886 -0.139254 -0.979561
10.9075 -14.3265 -2.11615 5.85225 -0.0127023 0.148853 -0.139674 -0.979498
10.91 -14.3222 -2.135 5.82963 -0.0130092 0.148845 -0.140095 -0.979436
10.9125 -14.3178 -2.15384 5.80696 -0.0133159 0.148835 -0.140516 -0.979373
10.915 -14.3134 -2.17268 5.78424 -0.0136226 0.148824 -0.140937 -0.97931
10.9175 -14.309 -2.19151 5.76147 -0.0139292 0.148812 -0.141358 -0.979247
10.92 -14.3046 -2.21034 5.73866 -0.0142356 0.148799 -0.141779 -0.979184
10.9225 -14.3002 -2.22917 5.7158 -0.014542 0.148785 -0.142199 -0.979121
10.925 -14.2957 -2.24799 5.69289 -0.0148483 0.148769 -0.14262 -0.979057
10.9275 -14.2913 -2.2668 5.66995 -0.0151544 0.148753 -0.143041 -0.978994
10.93 -14.2868 -2.28561 5.64696 -0.0154605 0.148735 -0.143462 -0.97893
10.9325 -14.2824 -2.30442 5.62394 -0.0157664 0.148716 -0.143883 -0.978867
10.935 -14.2779 -2.32322 5.60087 -0.0160722 0.148696 -0.144304 -0.978803
10.9375 -14.2734 -2.34202 5.57777 -0.016378 0.148675 -0.144725 -0.978739
10.94 -14.2689 -2.36081 5.55463 -0.0166835 0.148653 -0.145146 -0.978675
10.9425 -14.2644 -2.3796 5.53146 -0.016989 0.148629 -0.145567 -0.978611
10.945 -14.2599 -2.39839 5.50826 -0.0172944 0.148605 -0.145988 -0.978547
10.9475 -14.2553 -2.41717 5.48502 -0.0175996 0.148579 -0.146408 -0.978482
10.95 -14.2508 -2.43594 5.46176 -0.0179047 0.148552 -0.146829 -0.978418
10.9525 -14.2462 -2.45471 5.43847 -0.0182096 0.148524 -0.14725 -0.978354
10.955 -14.2416 -2.47348 5.41515 -0.0185144 0.148495 -0.147671 -0.978289
10.9575 -14.237 -2.49224 5.3918 -0.0188191 0.148465 -0.148092 -0.978224
10.96 -14.2325 -2.511 5.36844 -0.0191237 0.148433 -0.148513 -0.978159
10.9625 -14.2278 -2.52975 5.34505 -0.0194281 0.148401 -0.148934 -0.978095
10.965 -14.2232 -2.5485 5.32163 -0.0197323 0.148367 -0.149355 -0.97803
10.9675 -14.2186 -2.56724 5.2982 -0.0200364 0.148332 -0.149776 -0.977964
10.97 -14.2139 -2.58598 5.27475 -0.0203404 0.148296 -0.150197 -0.977899
10.9725 -14.2093 -2.60472 5.25129 -0.0206441 0.148259 -0.150618 -0.977834
10.975 -14.2046 -2.62345 5.22781 -0.0209478 0.148221 -0.151038 -0.977768
10.9775 -14.1999 -2.64217 5.20431 -0.0212513 0.148181 -0.151459 -0.977703
10.98 -14.1952 -2.66089 5.1808 -0.0215546 0.14814 -0.15188 -0.977637
10.9825 -14.1905 -2.67961 5.15728 -0.0218577 0.148099 -0.152301 -0.977572
10.985 -14.1858 -2.69832 5.13376 -0.0221607 0.148056 -0.152722 -0.977506
10.9875 -14.1811 -2.71702 5.11022 -0.0224635 0.148012 -0.153143 -0.97744
10.99 -14.1764 -2.73573 5.08668 -0.0227662 0.147967 -0.153564 -0.977374
10.9925 -14.1716 -2.75442 5.06313 -0.0230687 0.14792 -0.153984 -0.977308
10.995 -14.1669 -2.77311 5.03958 -0.0233709 0.147873 -0.154405 -0.977241
10.9975 -14.1621 -2.7918 5.01603 -0.0236731 0.147824 -0.154826 -0.977175
11 -14.1573 -2.81048 4.99247 -0.023975 0.147774 -0.155247 -0.977108
11.0025 -14.1525 -2.82916 4.96892 -0.0242767 0.147724 -0.155667 -0.977042
11.005 -14.1477 -2.84783 4.94537 -0.0245783 0.147672 -0.156088 -0.976975
11.0075 -14.1429 -2.8665 4.92182 -0.0248796 0.147618 -0.156509 -0.976909
11.01 -14.138 -2.88517 4.89828 -0.0251808 0.147564 -0.15693 -0.976842
11.0125 -14.1332 -2.90382 4.87474 -0.0254818 0.147509 -0.15735 -0.976775
11.015 -14.1283 -2.92248 4.85122 -0.0257825 0.147452 -0.157771 -0.976708
11.0175 -14.1235 -2.94113 4.8277 -0.0260831 0.147394 -0.158191 -0.97664
11.02 -14.1186 -2.95977 4.80419 -0.0263835 0.147336 -0.158612 -0.976573
11.0225 -14.1137 -2.97841 4.78069 -0.0266836 0.147276 -0.159033 -0.976506
11.025 -14.1088 -2.99704 4.75721 -0.0269836 0.147215 -0.159453 -0.976438
11.0275 -14.1039 -3.01567 4.73375 -0.0272833 0.147152 -0.159874 -0.976371
11.03 -14.099 -3.0343 4.7103 -0.0275828 0.147089 -0.160294 -0.976303
11.0325 -14.094 -3.05292 4.68687 -0.0278821 0.147024 -0.160714 -0.976235
11.035 -14.0891 -3.07153 4.66346 -0.0281812 0.146959 -0.161135 -0.976167
11.0375 -14.0841 -3.09014 4.64007 -0.0284801 0.146892 -0.161555 -0.9761
11.04 -14.0791 -3.10875 4.6167 -0.0287787 0.146824 -0.161976 -0.976031
11.0425 -14.0742 -3.12735 4.59335 -0.0290771 0.146755 -0.162396 -0.975963
11.045 -14.0692 -3.14594 4.57004 -0.0293753 0.146685 -0.162816 -0.975895
11.0475 -14.0642 -3.16453 4.54674 -0.0296732 0.146614 -0.163237 -0.975827
11.05 -14.0591 -3.18312 4.52348 -0.0299709 0.146541 -0.163657 -0.975758
11.0525 -14.0541 -3.20169 4.50025 -0.0302684 0.146468 -0.164077 -0.97569
11.055 -14.0491 -3.22027 4.47704 -0.0305656 0.146393 -0.164497 -0.975621
11.0575 -14.044 -3.23884 4.45387 -0.0308626 0.146317 -0.164917 -0.975552
11.06 -14.039 -3.2574 4.43074 -0.0311594 0.14624 -0.165337 -0.975483
11.0625 -14.0339 -3.27596 4.40764 -0.0314558 0.146162 -0.165757 -0.975414
11.065 -14.0288 -3.29452 4.38457 -0.0317521 0.146083 -0.166177 -0.975345
11.0675 -14.0237 -3.31307 4.36155 -0.0320481 0.146003 -0.166597 -0.975276
11.07 -14.0186 -3.33161 4.33856 -0.0323438 0.145921 -0.167017 -0.975207
11.0725 -14.0135 -3.35015 4.31561 -0.0326393 0.145839 -0.167437 -0.975138
11.075 -14.0083 -3.36869 4.29271 -0.0329345 0.145755 -0.167857 -0.975068
11.0775 -14.0032 -3.38722 4.26985 -0.0332294 0.14567 -0.168277 -0.974999
11.08 -13.998 -3.40574 4.24704 -0.0335241 0.145584 -0.168696 -0.974929
11.0825 -13.9928 -3.42426 4.22427 -0.0338185 0.145497 -0.169116 -0.974859
11.085 -13.9877 -3.44277 4.20156 -0.0341126 0.145409 -0.169536 -0.974789
11.0875 -13.9825 -3.46128 4.17889 -0.0344065 0.14532 -0.169955 -0.974719
11.09 -13.9773 -3.47979 4.15627 -0.0347 0.145229 -0.170375 -0.974649
11.0925 -13.9721 -3.49828 4.1337 -0.0349933 0.145138 -0.170794 -0.974579
11.095 -13.9668 -3.51678 4.11119 -0.0352863 0.145045 -0.171214 -0.974509
11.0975 -13.9616 -3.53527 4.08874 -0.0355791 0.144951 -0.171633 -0.974439
11.1 -13.9563 -3.55375 4.06633 -0.0358715 0.144856 -0.172052 -0.974368
11.1025 -13.9511 -3.57223 4.04399 -0.0361637 0.14476 -0.172472 -0.974298
11.105 -13.9458 -3.5907 4.02171 -0.0364555 0.144663 -0.172891 -0.974227
11.1075 -13.9405 -3.60917 3.99949 -0.0367471 0.144565 -0.17331 -0.974156
11.11 -13.9352 -3.62763 3.97733 -0.0370384 0.144466 -0.173729 -0.974086
11.1125 -13.9299 -3.64608 3.95523 -0.0373293 0.144365 -0.174148 -0.974015
11.115 -13.9246 -3.66454 3.9332 -0.03762 0.144264 -0.174567 -0.973944
11.1175 -13.9193 -3.68298 3.91123 -0.0379103 0.144161 -0.174986 -0.973873
11.12 -13.9139 -3.70142 3.88933 -0.0382004 0.144057 -0.175405 -0.973801
11.1225 -13.9086 -3.71986 3.8675 -0.0384901 0.143953 -0.175824 -0.97373
11.125 -13.9032 -3.73829 3.84574 -0.0387795 0.143847 -0.176242 -0.973659
11.1275 -13.8978 -3.75671 3.82406 -0.0390686 0.14374 -0.176661 -0.973587
11.13 -13.8925 -3.77513 3.80244 -0.0393574 0.143631 -0.17708 -0.973516
11.1325 -13.8871 -3.79355 3.7809 -0.0396459 0.143522 -0.177498 -0.973444
11.135 -13.8816 -3.81196 3.75943 -0.039934 0.143412 -0.177917 -0.973372
11.1375 -13.8762 -3.83036 3.73804 -0.0402219 0.1433 -0.178335 -0.9733
11.14 -13.8708 -3.84876 3.71673 -0.0405093 0.143188 -0.178753 -0.973228
11.1425 -13.8653 -3.86715 3.6955 -0.0407965 0.143074 -0.179172 -0.973156
11.145 -13.8599 -3.88554 3.67435 -0.0410833 0.142959 -0.17959 -0.973084
11.1475 -13.8544 -3.90392 3.65328 -0.0413698 0.142843 -0.180008 -0.973012
11.15 -13.8489 -3.9223 3.6323 -0.0416559 0.142726 -0.180426 -0.97294
11.1525 -13.8434 -3.94067 3.6114 -0.0419418 0.142608 -0.180844 -0.972867
11.155 -13.8379 -3.95903 3.59058 -0.0422272 0.142489 -0.181262 -0.972795
11.1575 -13.8324 -3.97739 3.56986 -0.0425123 0.142369 -0.18168 -0.972722
11.16 -13.8269 -3.99575 3.54922 -0.0427971 0.142247 -0.182098 -0.972649
11.1625 -13.8214 -4.0141 3.52867 -0.0430815 0.142125 -0.182515 -0.972577
11.165 -13.8158 -4.03244 3.50821 -0.0433656 0.142001 -0.182933 -0.972504
11.1675 -13.8103 -4.05078 3.48785 -0.0436493 0.141877 -0.183351 -0.972431
11.17 -13.8047 -4.06911 3.46758 -0.0439326 0.141751 -0.183768 -0.972358
11.1725 -13.7991 -4.08744 3.4474 -0.0442156 0.141624 -0.184186 -0.972284
11.175 -13.7935 -4.10576 3.42732 -0.0444982 0.141496 -0.184603 -0.972211
11.1775 -13.7879 -4.12407 3.40733 -0.0447805 0.141367 -0.18502 -0.972138
11.18 -13.7823 -4.14239 3.38745 -0.0450624 0.141237 -0.185437 -0.972064
11.1825 -13.7767 -4.16069 3.36766 -0.0453439 0.141106 -0.185854 -0.971991
11.185 -13.771 -4.17899 3.34798 -0.045625 0.140974 -0.186271 -0.971917
11.1875 -13.7654 -4.19728 3.3284 -0.0459058 0.14084 -0.186688 -0.971843
11.19 -13.7597 -4.21557 3.30892 -0.0461861 0.140706 -0.187105 -0.97177
11.1925 -13.754 -4.23385 3.28955 -0.0464661 0.14057 -0.187522 -0.971696
11.195 -13.7484 -4.25213 3.27028 -0.0467458 0.140434 -0.187938 -0.971622
11.1975 -13.7427 -4.2704 3.25112 -0.047025 0.140296 -0.188355 -0.971547
11.2 -13.737 -4.28867 3.23206 -0.0473038 0.140157 -0.188771 -0.971473
11.2025 -13.7312 -4.30693 3.21312 -0.0475823 0.140017 -0.189188 -0.971399
11.205 -13.7255 -4.32518 3.19429 -0.0478603 0.139877 -0.189604 -0.971325
11.2075 -13.7198 -4.34343 3.17557 -0.048138 0.139735 -0.19002 -0.97125
11.21 -13.714 -4.36167 3.15696 -0.0484153 0.139592 -0.190436 -0.971176
11.2125 -13.7082 -4.37991 3.13846 -0.0486921 0.139448 -0.190852 -0.971101
11.215 -13.7025 -4.39814 3.12009 -0.0489686 0.139302 -0.191268 -0.971026
11.2175 -13.6967 -4.41637 3.10182 -0.0492446 0.139156 -0.191684 -0.970951
11.22 -13.6909 -4.43459 3.08368 -0.0495203 0.139009 -0.1921 -0.970876
11.2225 -13.6851 -4.4528 3.06565 -0.0497955 0.13886 -0.192516 -0.970801
11.225 -13.6793 -4.47101 3.04774 -0.0500703 0.138711 -0.192931 -0.970726
11.2275 -13.6734 -4.48921 3.02996 -0.0503447 0.138561 -0.193346 -0.970651
11.23 -13.6676 -4.50741 3.01229 -0.0506187 0.138409 -0.193762 -0.970576
11.2325 -13.6617 -4.5256 2.99475 -0.0508923 0.138256 -0.194177 -0.9705
11.235 -13.6559 -4.54379 2.97733 -0.0511654 0.138103 -0.194592 -0.970425
11.2375 -13.65 -4.56197 2.96004 -0.0514381 0.137948 -0.195007 -0.970349
11.24 -13.6441 -4.58014 2.94287 -0.0517104 0.137792 -0.195422 -0.970273
11.2425 -13.6382 -4.59831 2.92583 -0.0519822 0.137635 -0.195837 -0.970198
11.245 -13.6323 -4.61647 2.90892 -0.0522537 0.137477 -0.196252 -0.970122
11.2475 -13.6264 -4.63463 2.89214 -0.0525246 0.137318 -0.196666 -0.970046
11.25 -13.6204 -4.65278 2.87549 -0.0527952 0.137158 -0.197081 -0.96997
11.2525 -13.6145 -4.67092 2.85897 -0.0530653 0.136997 -0.197495 -0.969894
11.255 -13.6085 -4.68906 2.84258 -0.053335 0.136835 -0.19791 -0.969817
11.2575 -13.6026 -4.70719 2.82633 -0.0536042 0.136672 -0.198324 -0.969741
11.26 -13.5966 -4.72532 2.81021 -0.053873 0.136508 -0.198738 -0.969665
11.2625 -13.5906 -4.74344 2.79423 -0.0541413 0.136343 -0.199152 -0.969588
11.265 -13.5846 -4.76155 2.77838 -0.0544091 0.136176 -0.199566 -0.969512
11.2675 -13.5786 -4.77966 2.76267 -0.0546766 0.136009 -0.19998 -0.969435
11.27 -13.5725 -4.79777 2.7471 -0.0549435 0.135841 -0.200393 -0.969358
11.2725 -13.5665 -4.81586 2.73166 -0.05521 0.135671 -0.200807 -0.969281
11.275 -13.5605 -4.83395 2.71637 -0.0554761 0.135501 -0.20122 -0.969204
11.2775 -13.5544 -4.85204 2.70122 -0.0557416 0.135329 -0.201634 -0.969127
11.28 -13.5483 -4.87012 2.68621 -0.0560067 0.135157 -0.202047 -0.96905
11.2825 -13.5423 -4.88819 2.67134 -0.0562714 0.134983 -0.20246 -0.968973
11.285 -13.5362 -4.90626 2.65662 -0.0565355 0.134809 -0.202873 -0.968896
11.2875 -13.5301 -4.92432 2.64204 -0.0567992 0.134633 -0.203286 -0.968818
11.29 -13.524 -4.94237 2.62761 -0.0570624 0.134456 -0.203699 -0.968741
11.2925 -13.5178 -4.96042 2.61333 -0.0573252 0.134279 -0.204111 -0.968663
11.295 -13.5117 -4.97847 2.59919 -0.0575874 0.1341 -0.204524 -0.968586
11.2975 -13.5055 -4.9965 2.5852 -0.0578492 0.13392 -0.204936 -0.968508
11.3 -13.4994 -5.01453 2.57136 -0.0581105 0.133739 -0.205348 -0.96843
11.3025 -13.4932 -5.03256 2.55767 -0.0583713 0.133558 -0.20576 -0.968352
11.305 -13.487 -5.05058 2.54414 -0.0586316 0.133375 -0.206173 -0.968274
11.3075 -13.4808 -5.06859 2.53075 -0.0588914 0.133191 -0.206584 -0.968196
11.31 -13.4746 -5.0866 2.51752 -0.0591508 0.133006 -0.206996 -0.968118
11.3125 -13.4684 -5.1046 2.50443 -0.0594096 0.13282 -0.207408 -0.968039
11.315 -13.4622 -5.12259 2.49151 -0.0596679 0.132633 -0.207819 -0.967961
11.3175 -13.456 -5.14058 2.47874 -0.0599257 0.132445 -0.208231 -0.967883
11.32 -13.4497 -5.15856 2.46612 -0.0601831 0.132257 -0.208642 -0.967804
11.3225 -13.4435 -5.17653 2.45366 -0.0604399 0.132067 -0.209053 -0.967725
11.325 -13.4372 -5.1945 2.44136 -0.0606962 0.131876 -0.209464 -0.967647
11.3275 -13.4309 -5.21247 2.42922 -0.060952 0.131684 -0.209875 -0.967568
11.33 -13.4246 -5.23042 2.41724 -0.0612073 0.131491 -0.210286 -0.967489
11.3325 -13.4183 -5.24837 2.40541 -0.061462 0.131297 -0.210696 -0.96741
11.335 -13.412 -5.26632 2.39375 -0.0617163 0.131102 -0.211107 -0.967331
11.3375 -13.4057 -5.28426 2.38225 -0.06197 0.130906 -0.211517 -0.967252
11.34 -13.3993 -5.30219 2.37091 -0.0622232 0.130709 -0.211928 -0.967172
11.3425 -13.393 -5.32011 2.35973 -0.0624759 0.130511 -0.212338 -0.967093
11.345 -13.3866 -5.33803 2.34871 -0.062728 0.130312 -0.212748 -0.967013
11.3475 -13.3802 -5.35595 2.33786 -0.0629797 0.130112 -0.213157 -0.966934
11.35 -13.3739 -5.37385 2.32717 -0.0632308 0.129911 -0.213567 -0.966854
11.3525 -13.3675 -5.39175 2.31665 -0.0634813 0.129709 -0.213977 -0.966775
11.355 -13.3611 -5.40965 2.3063 -0.0637313 0.129507 -0.214386 -0.966695
11.3575 -13.3547 -5.42754 2.29611 -0.0639808 0.129303 -0.214795 -0.966615
11.36 -13.3482 -5.44542 2.28609 -0.0642298 0.129098 -0.215205 -0.966535
11.3625 -13.3418 -5.46329 2.27623 -0.0644782 0.128892 -0.215614 -0.966455
11.365 -13.3353 -5.48116 2.26655 -0.064726 0.128685 -0.216022 -0.966375
11.3675 -13.3289 -5.49902 2.25703 -0.0649733 0.128477 -0.216431 -0.966294
11.37 -13.3224 -5.51688 2.24768 -0.0652201 0.128268 -0.21684 -0.966214
11.3725 -13.3159 -5.53473 2.23851 -0.0654663 0.128059 -0.217248 -0.966134
11.375 -13.3094 -5.55257 2.2295 -0.065712 0.127848 -0.217657 -0.966053
11.3775 -13.3029 -5.57041 2.22067 -0.0659571 0.127636 -0.218065 -0.965972
11.38 -13.2964 -5.58824 2.212 -0.0662016 0.127423 -0.218473 -0.965892
11.3825 -13.2899 -5.60606 2.20351 -0.0664456 0.12721 -0.218881 -0.965811
11.385 -13.2834 -5.62388 2.19519 -0.066689 0.126995 -0.219288 -0.96573
11.3875 -13.2768 -5.64169 2.18705 -0.0669319 0.12678 -0.219696 -0.965649
11.39 -13.2702 -5.6595 2.17908 -0.0671741 0.126563 -0.220103 -0.965568
11.3925 -13.2637 -5.67729 2.17128 -0.0674158 0.126345 -0.220511 -0.965487
11.395 -13.2571 -5.69508 2.16366 -0.067657 0.126127 -0.220918 -0.965406
11.3975 -13.2505 -5.71287 2.15621 -0.0678976 0.125907 -0.221325 -0.965324
11.4 -13.2439 -5.73065 2.14894 -0.0681376 0.125687 -0.221732 -0.965243
11.4025 -13.2373 -5.74842 2.14185 -0.068377 0.125466 -0.222138 -0.965161
11.405 -13.2307 -5.76618 2.13493 -0.0686158 0.125243 -0.222545 -0.96508
11.4075 -13.224 -5.78394 2.12819 -0.0688541 0.12502 -0.222951 -0.964998
11.41 -13.2174 -5.8017 2.12163 -0.0690917 0.124796 -0.223357 -0.964916
11.4125 -13.2107 -5.81944 2.11524 -0.0693288 0.124571 -0.223763 -0.964835
11.415 -13.204 -5.83718 2.10904 -0.0695653 0.124344 -0.224169 -0.964753
11.4175 -13.1974 -5.85491 2.10301 -0.0698012 0.124117 -0.224575 -0.964671
11.42 -13.1907 -5.87264 2.09716 -0.0700365 0.123889 -0.224981 -0.964589
11.4225 -13.184 -5.89036 2.09149 -0.0702712 0.12366 -0.225386 -0.964506
11.425 -13.1773 -5.90807 2.086 -0.0705053 0.12343 -0.225792 -0.964424
11.4275 -13.1705 -5.92578 2.08069 -0.0707388 0.1232 -0.226197 -0.964342
11.43 -13.1638 -5.94348 2.07556 -0.0709717 0.122968 -0.226602 -0.964259
11.4325 -13.157 -5.96117 2.07062 -0.0712041 0.122735 -0.227006 -0.964177
11.435 -13.1503 -5.97885 2.06585 -0.0714358 0.122501 -0.227411 -0.964094
11.4375 -13.1435 -5.99653 2.06126 -0.0716669 0.122267 -0.227816 -0.964011
11.44 -13.1367 -6.01421 2.05686 -0.0718973 0.122031 -0.22822 -0.963928
11.4425 -13.13 -6.03187 2.05264 -0.0721272 0.121795 -0.228624 -0.963846
11.445 -13.1231 -6.04953 2.0486 -0.0723565 0.121558 -0.229028 -0.963763
11.4475 -13.1163 -6.06718 2.04474 -0.0725851 0.121319 -0.229432 -0.963679
11.45 -13.1095 -6.08483 2.04106 -0.0728131 0.12108 -0.229836 -0.963596
11.4525 -13.1027 -6.10247 2.03757 -0.0730405 0.12084 -0.230239 -0.963513
11.455 -13.0958 -6.1201 2.03426 -0.0732673 0.120599 -0.230643 -0.96343
11.4575 -13.089 -6.13773 2.03114 -0.0734934 0.120357 -0.231046 -0.963346
11.46 -13.0821 -6.15534 2.0282 -0.073719 0.120114 -0.231449 -0.963263
11.4625 -13.0752 -6.17296 2.02544 -0.0739439 0.11987 -0.231852 -0.963179
11.465 -13.0683 -6.19056 2.02286 -0.0741681 0.119626 -0.232255 -0.963095
11.4675 -13.0614 -6.20816 2.02047 -0.0743917 0.11938 -0.232657 -0.963012
11.47 -13.0545 -6.22575 2.01827 -0.0746147 0.119134 -0.23306 -0.962928
11.4725 -13.0476 -6.24333 2.01625 -0.0748371 0.118886 -0.233462 -0.962844
11.475 -13.0407 -6.26091 2.01441 -0.0750588 0.118638 -0.233864 -0.96276
11.4775 -13.0337 -6.27848 2.01276 -0.0752799 0.118389 -0.234266 -0.962675
11.48 -13.0268 -6.29605 2.01129 -0.0755003 0.118138 -0.234667 -0.962591
11.4825 -13.0198 -6.3136 2.01 -0.0757201 0.117887 -0.235069 -0.962507
11.485 -13.0128 -6.33115 2.00891 -0.0759392 0.117636 -0.23547 -0.962423
11.4875 -13.0059 -6.3487 2.00799 -0.0761577 0.117383 -0.235872 -0.962338
11.49 -12.9989 -6.36623 2.00726 -0.0763756 0.117129 -0.236273 -0.962253
11.4925 -12.9918 -6.38376 2.00672 -0.0765928 0.116875 -0.236673 -0.962169
11.495 -12.9848 -6.40129 2.00636 -0.0768093 0.116619 -0.237074 -0.962084
11.4975 -12.9778 -6.4188 2.00619 -0.0770251 0.116363 -0.237475 -0.961999
11.5 -12.9708 -6.43631 2.0062 -0.0772404 0.116106 -0.237875 -0.961914
11.5025 -12.9637 -6.45381 2.00639 -0.0774549 0.115848 -0.238275 -0.961829
11.505 -12.9566 -6.47131 2.00678 -0.0776688 0.115589 -0.238675 -0.961744
11.5075 -12.9496 -6.48879 2.00734 -0.077882 0.115329 -0.239075 -0.961659
11.51 -12.9425 -6.50627 2.00809 -0.0780946 0.115068 -0.239475 -0.961574
11.5125 -12.9354 -6.52375 2.00903 -0.0783064 0.114806 -0.239874 -0.961488
11.515 -12.9283 -6.54121 2.01015 -0.0785176 0.114544 -0.240273 -0.961403
11.5175 -12.9212 -6.55867 2.01146 -0.0787282 0.114281 -0.240672 -0.961317
11.52 -12.914 -6.57613 2.01295 -0.078938 0.114017 -0.241071 -0.961231
11.5225 -12.9069 -6.59357 2.01463 -0.0791472 0.113751 -0.24147 -0.961146
11.525 -12.8997 -6.61101 2.01649 -0.0793557 0.113486 -0.241869 -0.96106
11.5275 -12.8926 -6.62844 2.01853 -0.0795635 0.113219 -0.242267 -0.960974
11.53 -12.8854 -6.64587 2.02076 -0.0797707 0.112951 -0.242665 -0.960888
11.5325 -12.8782 -6.66328 2.02317 -0.0799771 0.112683 -0.243063 -0.960802
11.535 -12.871 -6.68069 2.02577 -0.0801829 0.112413 -0.243461 -0.960716
11.5375 -12.8638 -6.6981 2.02855 -0.080388 0.112143 -0.243859 -0.960629
11.54 -12.8566 -6.71549 2.03152 -0.0805924 0.111872 -0.244256 -0.960543
11.5425 -12.8494 -6.73288 2.03466 -0.080796 0.1116 -0.244654 -0.960457
11.545 -12.8421 -6.75026 2.038 -0.080999 0.111328 -0.245051 -0.96037
11.5475 -12.8349 -6.76764 2.04151 -0.0812013 0.111054 -0.245448 -0.960283
11.55 -12.8276 -6.785 2.04521 -0.0814029 0.11078 -0.245844 -0.960197
11.5525 -12.8204 -6.80236 2.04909 -0.0816038 0.110505 -0.246241 -0.96011
11.555 -12.8131 -6.81972 2.05315 -0.081804 0.110229 -0.246637 -0.960023
