# timestamp(s) x y z q_x q_y q_z q_w
3.385 14.7068 26.8479 2.19602 0.080125 -0.064997 0.859088 -0.501708
3.3875 14.693 26.8575 2.18786 0.0804312 -0.0647283 0.858901 -0.502013
3.39 14.6793 26.867 2.17987 0.0807366 -0.064459 0.858715 -0.502318
3.3925 14.6655 26.8764 2.17206 0.0810413 -0.0641891 0.858528 -0.502623
3.395 14.6517 26.8859 2.16443 0.0813453 -0.0639185 0.858341 -0.502929
3.3975 14.638 26.8954 2.15697 0.0816486 -0.0636473 0.858153 -0.503234
3.4 14.6242 26.9048 2.14968 0.0819512 -0.0633754 0.857966 -0.503539
3.4025 14.6104 26.9142 2.14257 0.0822531 -0.0631029 0.857778 -0.503844
3.405 14.5966 26.9236 2.13564 0.0825542 -0.0628298 0.85759 -0.504149
3.4075 14.5828 26.933 2.12888 0.0828546 -0.062556 0.857402 -0.504454
3.41 14.569 26.9424 2.1223 0.0831544 -0.0622817 0.857214 -0.504759
3.4125 14.5552 26.9518 2.1159 0.0834533 -0.0620067 0.857025 -0.505064
3.415 14.5414 26.9612 2.10968 0.0837516 -0.061731 0.856836 -0.505369
3.4175 14.5276 26.9705 2.10364 0.0840491 -0.0614548 0.856647 -0.505673
3.42 14.5138 26.9798 2.09777 0.0843459 -0.061178 0.856458 -0.505978
3.4225 14.4999 26.9892 2.09209 0.0846419 -0.0609005 0.856268 -0.506283
3.425 14.4861 26.9985 2.08659 0.0849372 -0.0606224 0.856079 -0.506588
3.4275 14.4723 27.0078 2.08126 0.0852318 -0.0603437 0.855889 -0.506893
3.43 14.4584 27.017 2.07612 0.0855256 -0.0600644 0.855699 -0.507198
3.4325 14.4446 27.0263 2.07115 0.0858187 -0.0597845 0.855508 -0.507503
3.435 14.4307 27.0356 2.06637 0.0861111 -0.059504 0.855318 -0.507807
3.4375 14.4168 27.0448 2.06177 0.0864027 -0.0592229 0.855127 -0.508112
3.44 14.403 27.054 2.05735 0.0866935 -0.0589412 0.854936 -0.508417
3.4425 14.3891 27.0632 2.05311 0.0869836 -0.0586589 0.854745 -0.508722
3.445 14.3752 27.0724 2.04906 0.0872729 -0.058376 0.854554 -0.509026
3.4475 14.3613 27.0816 2.04518 0.0875615 -0.0580926 0.854362 -0.509331
3.45 14.3474 27.0908 2.04149 0.0878493 -0.0578085 0.85417 -0.509636
3.4525 14.3335 27.0999 2.03799 0.0881363 -0.0575238 0.853978 -0.50994
3.455 14.3196 27.1091 2.03466 0.0884226 -0.0572386 0.853786 -0.510245
3.4575 14.3057 27.1182 2.03152 0.0887082 -0.0569528 0.853593 -0.51055
3.46 14.2918 27.1273 2.02856 0.0889929 -0.0566664 0.853401 -0.510854
3.4625 14.2779 27.1364 2.02579 0.0892769 -0.0563794 0.853208 -0.511159
3.465 14.2639 27.1455 2.0232 0.0895601 -0.0560919 0.853015 -0.511464
3.4675 14.25 27.1546 2.02079 0.0898425 -0.0558037 0.852821 -0.511768
3.47 14.236 27.1637 2.01857 0.0901242 -0.0555151 0.852628 -0.512073
3.4725 14.2221 27.1727 2.01653 0.0904051 -0.0552258 0.852434 -0.512378
3.475 14.2081 27.1817 2.01468 0.0906852 -0.054936 0.85224 -0.512682
3.4775 14.1942 27.1908 2.01301 0.0909645 -0.0546456 0.852046 -0.512987
3.48 14.1802 27.1998 2.01153 0.091243 -0.0543547 0.851851 -0.513291
3.4825 14.1663 27.2088 2.01023 0.0915208 -0.0540632 0.851656 -0.513596
3.485 14.1523 27.2178 2.00912 0.0917977 -0.0537711 0.851462 -0.513901
3.4875 14.1383 27.2267 2.00819 0.0920739 -0.0534785 0.851266 -0.514205
3.49 14.1243 27.2357 2.00744 0.0923493 -0.0531854 0.851071 -0.51451
3.4925 14.1103 27.2446 2.00688 0.0926238 -0.0528917 0.850875 -0.514814
3.495 14.0963 27.2535 2.00651 0.0928976 -0.0525974 0.85068 -0.515119
3.4975 14.0823 27.2625 2.00632 0.0931706 -0.0523026 0.850484 -0.515424
3.5 14.0683 27.2714 2.00631 0.0934428 -0.0520073 0.850287 -0.515728
3.5025 14.0543 27.2802 2.00649 0.0937141 -0.0517115 0.850091 -0.516033
3.505 14.0403 27.2891 2.00686 0.0939847 -0.0514151 0.849894 -0.516337
3.5075 14.0262 27.298 2.00741 0.0942545 -0.0511181 0.849697 -0.516642
3.51 14.0122 27.3068 2.00815 0.0945234 -0.0508207 0.8495 -0.516946
3.5125 13.9982 27.3156 2.00907 0.0947916 -0.0505227 0.849303 -0.517251
3.515 13.9841 27.3245 2.01017 0.0950589 -0.0502242 0.849105 -0.517556
3.5175 13.9701 27.3333 2.01146 0.0953254 -0.0499252 0.848907 -0.51786
3.52 13.956 27.3421 2.01294 0.0955911 -0.0496256 0.848709 -0.518165
3.5225 13.942 27.3508 2.0146 0.0958559 -0.0493255 0.848511 -0.518469
3.525 13.9279 27.3596 2.01644 0.09612 -0.049025 0.848313 -0.518774
3.5275 13.9138 27.3683 2.01847 0.0963832 -0.0487239 0.848114 -0.519079
3.53 13.8997 27.3771 2.02068 0.0966456 -0.0484223 0.847915 -0.519383
3.5325 13.8857 27.3858 2.02308 0.0969072 -0.0481201 0.847716 -0.519688
3.535 13.8716 27.3945 2.02566 0.0971679 -0.0478175 0.847517 -0.519993
3.5375 13.8575 27.4032 2.02843 0.0974278 -0.0475144 0.847317 -0.520297
3.54 13.8434 27.4119 2.03138 0.0976869 -0.0472108 0.847117 -0.520602
3.5425 13.8293 27.4206 2.03451 0.0979452 -0.0469067 0.846917 -0.520906
3.545 13.8152 27.4292 2.03783 0.0982026 -0.0466021 0.846717 -0.521211
3.5475 13.801 27.4378 2.04132 0.0984591 -0.046297 0.846516 -0.521516
3.55 13.7869 27.4465 2.04501 0.0987148 -0.0459914 0.846316 -0.52182
3.5525 13.7728 27.4551 2.04887 0.0989697 -0.0456853 0.846115 -0.522125
3.555 13.7587 27.4637 2.05292 0.0992238 -0.0453788 0.845913 -0.52243
3.5575 13.7445 27.4723 2.05715 0.099477 -0.0450718 0.845712 -0.522735
3.56 13.7304 27.4808 2.06156 0.0997293 -0.0447642 0.84551 -0.523039
3.5625 13.7162 27.4894 2.06615 0.0999808 -0.0444562 0.845308 -0.523344
3.565 13.7021 27.4979 2.07092 0.100231 -0.0441478 0.845106 -0.523649
3.5675 13.6879 27.5065 2.07588 0.100481 -0.0438389 0.844904 -0.523954
3.57 13.6737 27.515 2.08101 0.10073 -0.0435295 0.844701 -0.524258
3.5725 13.6596 27.5235 2.08633 0.100978 -0.0432196 0.844499 -0.524563
3.575 13.6454 27.532 2.09183 0.101225 -0.0429093 0.844296 -0.524868
3.5775 13.6312 27.5404 2.0975 0.101472 -0.0425985 0.844092 -0.525173
3.58 13.617 27.5489 2.10336 0.101717 -0.0422872 0.843889 -0.525478
3.5825 13.6028 27.5573 2.10939 0.101962 -0.0419755 0.843685 -0.525782
3.585 13.5886 27.5658 2.11561 0.102206 -0.0416634 0.843481 -0.526087
3.5875 13.5744 27.5742 2.122 0.102448 -0.0413508 0.843277 -0.526392
3.59 13.5602 27.5826 2.12857 0.102691 -0.0410377 0.843073 -0.526697
3.5925 13.546 27.591 2.13531 0.102932 -0.0407242 0.842868 -0.527002
3.595 13.5318 27.5994 2.14224 0.103172 -0.0404103 0.842663 -0.527307
3.5975 13.5176 27.6077 2.14934 0.103411 -0.0400959 0.842458 -0.527612
3.6 13.5033 27.6161 2.15661 0.10365 -0.0397811 0.842253 -0.527917
3.6025 13.4891 27.6244 2.16407 0.103887 -0.0394659 0.842047 -0.528222
3.605 13.4748 27.6327 2.1717 0.104124 -0.0391502 0.841842 -0.528527
3.6075 13.4606 27.641 2.1795 0.10436 -0.0388341 0.841636 -0.528832
3.61 13.4463 27.6493 2.18748 0.104595 -0.0385176 0.841429 -0.529137
3.6125 13.4321 27.6576 2.19563 0.104829 -0.0382006 0.841223 -0.529442
3.615 13.4178 27.6659 2.20395 0.105062 -0.0378833 0.841016 -0.529747
3.6175 13.4036 27.6741 2.21245 0.105295 -0.0375655 0.840809 -0.530053
3.62 13.3893 27.6824 2.22112 0.105526 -0.0372473 0.840602 -0.530358
3.6225 13.375 27.6906 2.22996 0.105757 -0.0369287 0.840395 -0.530663
3.625 13.3607 27.6988 2.23897 0.105986 -0.0366097 0.840187 -0.530968
3.6275 13.3464 27.707 2.24816 0.106215 -0.0362902 0.839979 -0.531273
3.63 13.3321 27.7152 2.25751 0.106443 -0.0359704 0.839771 -0.531579
3.6325 13.3178 27.7234 2.26703 0.10667 -0.0356502 0.839563 -0.531884
3.635 13.3035 27.7315 2.27672 0.106896 -0.0353296 0.839355 -0.532189
3.6375 13.2892 27.7397 2.28658 0.107121 -0.0350085 0.839146 -0.532495
3.64 13.2749 27.7478 2.29661 0.107345 -0.0346871 0.838937 -0.5328
3.6425 13.2606 27.7559 2.30681 0.107569 -0.0343653 0.838728 -0.533105
3.645 13.2463 27.764 2.31717 0.107791 -0.0340431 0.838518 -0.533411
3.6475 13.2319 27.7721 2.3277 0.108013 -0.0337205 0.838308 -0.533716
3.65 13.2176 27.7801 2.33839 0.108233 -0.0333976 0.838098 -0.534022
3.6525 13.2033 27.7882 2.34925 0.108453 -0.0330742 0.837888 -0.534327
3.655 13.1889 27.7962 2.36027 0.108672 -0.0327505 0.837678 -0.534633
3.6575 13.1746 27.8043 2.37145 0.108889 -0.0324264 0.837467 -0.534938
3.66 13.1602 27.8123 2.3828 0.109106 -0.032102 0.837256 -0.535244
3.6625 13.1458 27.8203 2.39431 0.109322 -0.0317772 0.837045 -0.53555
3.665 13.1315 27.8283 2.40598 0.109538 -0.031452 0.836834 -0.535855
3.6675 13.1171 27.8362 2.41781 0.109752 -0.0311264 0.836623 -0.536161
3.67 13.1027 27.8442 2.4298 0.109965 -0.0308005 0.836411 -0.536467
3.6725 13.0883 27.8522 2.44195 0.110177 -0.0304742 0.836199 -0.536772
3.675 13.074 27.8601 2.45426 0.110389 -0.0301476 0.835986 -0.537078
3.6775 13.0596 27.868 2.46672 0.110599 -0.0298206 0.835774 -0.537384
3.68 13.0452 27.8759 2.47934 0.110809 -0.0294933 0.835561 -0.53769
3.6825 13.0308 27.8838 2.49212 0.111017 -0.0291657 0.835348 -0.537996
3.685 13.0164 27.8917 2.50505 0.111225 -0.0288376 0.835135 -0.538302
3.6875 13.0019 27.8995 2.51814 0.111432 -0.0285093 0.834922 -0.538608
3.69 12.9875 27.9074 2.53138 0.111638 -0.0281806 0.834708 -0.538914
3.6925 12.9731 27.9152 2.54477 0.111843 -0.0278516 0.834494 -0.53922
3.695 12.9587 27.923 2.55831 0.112046 -0.0275222 0.83428 -0.539526
3.6975 12.9442 27.9308 2.57201 0.112249 -0.0271925 0.834066 -0.539832
3.7 12.9298 27.9386 2.58586 0.112452 -0.0268625 0.833851 -0.540138
3.7025 12.9154 27.9464 2.59985 0.112653 -0.0265322 0.833636 -0.540444
3.705 12.9009 27.9542 2.61399 0.112853 -0.0262016 0.833421 -0.54075
3.7075 12.8865 27.9619 2.62828 0.113052 -0.0258706 0.833206 -0.541057
3.71 12.872 27.9696 2.64272 0.11325 -0.0255393 0.832991 -0.541363
3.7125 12.8575 27.9774 2.6573 0.113448 -0.0252077 0.832775 -0.541669
3.715 12.8431 27.9851 2.67203 0.113644 -0.0248758 0.832559 -0.541976
3.7175 12.8286 27.9928 2.6869 0.113839 -0.0245436 0.832343 -0.542282
3.72 12.8141 28.0004 2.70192 0.114034 -0.0242111 0.832126 -0.542588
3.7225 12.7996 28.0081 2.71708 0.114227 -0.0238783 0.83191 -0.542895
3.725 12.7852 28.0157 2.73238 0.11442 -0.0235452 0.831693 -0.543201
3.7275 12.7707 28.0234 2.74781 0.114612 -0.0232118 0.831475 -0.543508
3.73 12.7562 28.031 2.76339 0.114802 -0.0228781 0.831258 -0.543815
3.7325 12.7417 28.0386 2.77911 0.114992 -0.0225441 0.831041 -0.544121
3.735 12.7272 28.0462 2.79496 0.115181 -0.0222098 0.830823 -0.544428
3.7375 12.7126 28.0538 2.81095 0.115368 -0.0218753 0.830605 -0.544735
3.74 12.6981 28.0613 2.82708 0.115555 -0.0215404 0.830386 -0.545041
3.7425 12.6836 28.0689 2.84334 0.115741 -0.0212053 0.830168 -0.545348
3.745 12.6691 28.0764 2.85973 0.115926 -0.0208699 0.829949 -0.545655
3.7475 12.6546 28.084 2.87626 0.11611 -0.0205343 0.82973 -0.545962
3.75 12.64 28.0915 2.89291 0.116293 -0.0201984 0.829511 -0.546269
3.7525 12.6255 28.099 2.9097 0.116475 -0.0198622 0.829291 -0.546576
3.755 12.6109 28.1064 2.92662 0.116656 -0.0195257 0.829071 -0.546883
3.7575 12.5964 28.1139 2.94366 0.116836 -0.019189 0.828852 -0.54719
3.76 12.5818 28.1214 2.96083 0.117015 -0.018852 0.828631 -0.547497
3.7625 12.5673 28.1288 2.97813 0.117193 -0.0185148 0.828411 -0.547804
3.765 12.5527 28.1362 2.99556 0.11737 -0.0181773 0.82819 -0.548111
3.7675 12.5381 28.1436 3.0131 0.117546 -0.0178396 0.827969 -0.548419
3.77 12.5236 28.151 3.03077 0.117721 -0.0175016 0.827748 -0.548726
3.7725 12.509 28.1584 3.04857 0.117895 -0.0171634 0.827527 -0.549033
3.775 12.4944 28.1658 3.06648 0.118069 -0.016825 0.827305 -0.549341
3.7775 12.4798 28.1731 3.08451 0.118241 -0.0164863 0.827084 -0.549648
3.78 12.4652 28.1805 3.10266 0.118412 -0.0161474 0.826861 -0.549955
3.7825 12.4506 28.1878 3.12093 0.118582 -0.0158082 0.826639 -0.550263
3.785 12.436 28.1951 3.13932 0.118751 -0.0154688 0.826417 -0.550571
3.7875 12.4214 28.2024 3.15782 0.11892 -0.0151292 0.826194 -0.550878
3.79 12.4068 28.2097 3.17643 0.119087 -0.0147894 0.825971 -0.551186
3.7925 12.3922 28.2169 3.19516 0.119253 -0.0144493 0.825748 -0.551493
3.795 12.3776 28.2242 3.21399 0.119419 -0.0141091 0.825524 -0.551801
3.7975 12.3629 28.2314 3.23294 0.119583 -0.0137686 0.825301 -0.552109
3.8 12.3483 28.2386 3.252 0.119746 -0.0134279 0.825077 -0.552417
3.8025 12.3337 28.2458 3.27117 0.119908 -0.013087 0.824853 -0.552725
3.805 12.319 28.253 3.29044 0.12007 -0.0127459 0.824628 -0.553033
3.8075 12.3044 28.2602 3.30982 0.12023 -0.0124046 0.824404 -0.553341
3.81 12.2897 28.2674 3.32931 0.120389 -0.0120631 0.824179 -0.553649
3.8125 12.2751 28.2745 3.34889 0.120548 -0.0117214 0.823954 -0.553957
3.815 12.2604 28.2817 3.36858 0.120705 -0.0113795 0.823728 -0.554265
3.8175 12.2458 28.2888 3.38837 0.120861 -0.0110374 0.823503 -0.554573
3.82 12.2311 28.2959 3.40826 0.121017 -0.0106951 0.823277 -0.554881
3.8225 12.2164 28.303 3.42825 0.121171 -0.0103527 0.823051 -0.55519
3.825 12.2018 28.3101 3.44834 0.121324 -0.01001 0.822825 -0.555498
3.8275 12.1871 28.3171 3.46852 0.121477 -0.00966723 0.822598 -0.555806
3.83 12.1724 28.3242 3.4888 0.121628 -0.00932424 0.822371 -0.556115
3.8325 12.1577 28.3312 3.50917 0.121778 -0.00898108 0.822145 -0.556423
3.835 12.143 28.3383 3.52963 0.121928 -0.00863775 0.821917 -0.556732
3.8375 12.1283 28.3453 3.55019 0.122076 -0.00829425 0.82169 -0.55704
3.84 12.1136 28.3523 3.57083 0.122223 -0.00795059 0.821462 -0.557349
3.8425 12.0989 28.3592 3.59156 0.122369 -0.00760677 0.821234 -0.557658
3.845 12.0842 28.3662 3.61238 0.122515 -0.00726279 0.821006 -0.557966
3.8475 12.0695 28.3732 3.63329 0.122659 -0.00691866 0.820778 -0.558275
3.85 12.0548 28.3801 3.65428 0.122802 -0.00657437 0.820549 -0.558584
3.8525 12.04 28.387 3.67535 0.122944 -0.00622994 0.820321 -0.558893
3.855 12.0253 28.3939 3.69651 0.123085 -0.00588535 0.820092 -0.559202
3.8575 12.0106 28.4008 3.71774 0.123226 -0.00554063 0.819862 -0.559511
3.86 11.9958 28.4077 3.73906 0.123365 -0.00519577 0.819633 -0.55982
3.8625 11.9811 28.4146 3.76045 0.123503 -0.00485077 0.819403 -0.560129
3.865 11.9663 28.4214 3.78192 0.12364 -0.00450563 0.819173 -0.560438
3.8675 11.9516 28.4282 3.80347 0.123776 -0.00416037 0.818943 -0.560747
3.87 11.9368 28.4351 3.82509 0.123911 -0.00381497 0.818713 -0.561057
3.8725 11.9221 28.4419 3.84678 0.124045 -0.00346946 0.818482 -0.561366
3.875 11.9073 28.4487 3.86855 0.124178 -0.00312382 0.818251 -0.561675
3.8775 11.8925 28.4554 3.89038 0.12431 -0.00277806 0.81802 -0.561985
3.88 11.8778 28.4622 3.91229 0.124441 -0.00243218 0.817789 -0.562294
3.8825 11.863 28.469 3.93426 0.124571 -0.00208619 0.817557 -0.562604
3.885 11.8482 28.4757 3.9563 0.1247 -0.00174009 0.817325 -0.562913
3.8875 11.8334 28.4824 3.9784 0.124828 -0.00139389 0.817093 -0.563223
3.89 11.8186 28.4891 4.00056 0.124955 -0.00104758 0.816861 -0.563533
3.8925 11.8038 28.4958 4.02279 0.125081 -0.000701166 0.816628 -0.563842
3.895 11.789 28.5025 4.04508 0.125206 -0.000354656 0.816396 -0.564152
3.8975 11.7742 28.5092 4.06743 0.125329 -8.05101e-06 0.816163 -0.564462
3.9 11.7594 28.5158 4.08983 0.125452 0.000338646 0.81593 -0.564772
3.9025 11.7446 28.5224 4.11229 0.125574 0.000685433 0.815696 -0.565082
3.905 11.7298 28.5291 4.13481 0.125695 0.00103231 0.815463 -0.565392
3.9075 11.715 28.5357 4.15738 0.125814 0.00137926 0.815229 -0.565702
3.91 11.7002 28.5422 4.18001 0.125933 0.0017263 0.814995 -0.566012
3.9125 11.6853 28.5488 4.20268 0.126051 0.00207341 0.81476 -0.566322
3.915 11.6705 28.5554 4.2254 0.126167 0.0024206 0.814526 -0.566632
3.9175 11.6557 28.5619 4.24817 0.126283 0.00276786 0.814291 -0.566943
3.92 11.6408 28.5685 4.27099 0.126397 0.00311519 0.814056 -0.567253
3.9225 11.626 28.575 4.29386 0.126511 0.00346258 0.813821 -0.567563
3.925 11.6111 28.5815 4.31676 0.126623 0.00381004 0.813585 -0.567874
3.9275 11.5963 28.588 4.33971 0.126734 0.00415755 0.81335 -0.568184
3.93 11.5814 28.5944 4.3627 0.126845 0.00450513 0.813114 -0.568495
3.9325 11.5666 28.6009 4.38574 0.126954 0.00485275 0.812878 -0.568805
3.935 11.5517 28.6073 4.4088 0.127062 0.00520043 0.812641 -0.569116
3.9375 11.5368 28.6138 4.43191 0.127169 0.00554815 0.812405 -0.569427
3.94 11.522 28.6202 4.45505 0.127276 0.00589592 0.812168 -0.569738
3.9425 11.5071 28.6266 4.47823 0.127381 0.00624373 0.811931 -0.570048
3.945 11.4922 28.633 4.50143 0.127485 0.00659157 0.811694 -0.570359
3.9475 11.4773 28.6394 4.52467 0.127588 0.00693946 0.811456 -0.57067
3.95 11.4624 28.6457 4.54794 0.12769 0.00728737 0.811218 -0.570981
3.9525 11.4475 28.6521 4.57124 0.127791 0.00763532 0.81098 -0.571292
3.955 11.4326 28.6584 4.59456 0.127891 0.00798329 0.810742 -0.571603
3.9575 11.4177 28.6647 4.61791 0.127989 0.00833129 0.810504 -0.571915
3.96 11.4028 28.671 4.64128 0.128087 0.0086793 0.810265 -0.572226
3.9625 11.3879 28.6773 4.66468 0.128184 0.00902733 0.810026 -0.572537
3.965 11.373 28.6836 4.6881 0.12828 0.00937538 0.809787 -0.572848
3.9675 11.3581 28.6898 4.71153 0.128374 0.00972344 0.809548 -0.57316
3.97 11.3432 28.696 4.73499 0.128468 0.0100715 0.809308 -0.573471
3.9725 11.3282 28.7023 4.75846 0.12856 0.0104196 0.809069 -0.573783
3.975 11.3133 28.7085 4.78194 0.128652 0.0107677 0.808829 -0.574094
3.9775 11.2984 28.7147 4.80544 0.128742 0.0111157 0.808589 -0.574406
3.98 11.2834 28.7209 4.82895 0.128832 0.0114638 0.808348 -0.574717
3.9825 11.2685 28.727 4.85248 0.12892 0.0118119 0.808108 -0.575029
3.985 11.2535 28.7332 4.87601 0.129007 0.0121599 0.807867 -0.575341
3.9875 11.2386 28.7393 4.89955 0.129094 0.012508 0.807626 -0.575653
3.99 11.2236 28.7454 4.9231 0.129179 0.012856 0.807384 -0.575965
3.9925 11.2087 28.7516 4.94665 0.129263 0.013204 0.807143 -0.576277
3.995 11.1937 28.7577 4.97021 0.129346 0.013552 0.806901 -0.576589
3.9975 11.1788 28.7637 4.99376 0.129428 0.0139 0.806659 -0.576901
4 11.1638 28.7698 5.01732 0.129509 0.0142479 0.806417 -0.577213
4.0025 11.1488 28.7758 5.04088 0.129589 0.0145958 0.806174 -0.577525
4.005 11.1338 28.7819 5.06444 0.129668 0.0149437 0.805932 -0.577837
4.0075 11.1189 28.7879 5.08799 0.129745 0.0152915 0.805689 -0.578149
4.01 11.1039 28.7939 5.11153 0.129822 0.0156393 0.805446 -0.578462
4.0125 11.0889 28.7999 5.13508 0.129898 0.0159871 0.805203 -0.578774
4.015 11.0739 28.8059 5.15861 0.129972 0.0163348 0.804959 -0.579086
4.0175 11.0589 28.8118 5.18213 0.130046 0.0166824 0.804715 -0.579399
4.02 11.0439 28.8178 5.20564 0.130119 0.01703 0.804471 -0.579711
4.0225 11.0289 28.8237 5.22914 0.13019 0.0173776 0.804227 -0.580024
4.025 11.0139 28.8296 5.25263 0.13026 0.0177251 0.803983 -0.580337
4.0275 10.9989 28.8355 5.2761 0.13033 0.0180725 0.803738 -0.580649
4.03 10.9839 28.8414 5.29955 0.130398 0.0184199 0.803493 -0.580962
4.0325 10.9689 28.8473 5.32299 0.130465 0.0187672 0.803248 -0.581275
4.035 10.9538 28.8532 5.34641 0.130531 0.0191144 0.803003 -0.581588
4.0375 10.9388 28.859 5.3698 0.130596 0.0194616 0.802758 -0.581901
4.04 10.9238 28.8648 5.39318 0.13066 0.0198087 0.802512 -0.582214
4.0425 10.9087 28.8707 5.41652 0.130723 0.0201557 0.802266 -0.582527
4.045 10.8937 28.8765 5.43985 0.130785 0.0205026 0.80202 -0.58284
4.0475 10.8787 28.8822 5.46315 0.130846 0.0208495 0.801774 -0.583153
4.05 10.8636 28.888 5.48641 0.130906 0.0211963 0.801527 -0.583466
4.0525 10.8486 28.8938 5.50965 0.130964 0.0215429 0.80128 -0.583779
4.055 10.8335 28.8995 5.53286 0.131022 0.0218895 0.801033 -0.584093
4.0575 10.8185 28.9052 5.55604 0.131079 0.022236 0.800786 -0.584406
4.06 10.8034 28.911 5.57918 0.131134 0.0225824 0.800539 -0.584719
4.0625 10.7884 28.9167 5.60228 0.131188 0.0229286 0.800291 -0.585033
4.065 10.7733 28.9223 5.62535 0.131242 0.0232748 0.800043 -0.585346
4.0675 10.7582 28.928 5.64838 0.131294 0.0236209 0.799795 -0.58566
4.07 10.7431 28.9337 5.67138 0.131345 0.0239668 0.799547 -0.585973
4.0725 10.7281 28.9393 5.69433 0.131395 0.0243127 0.799299 -0.586287
4.075 10.713 28.9449 5.71723 0.131445 0.0246584 0.79905 -0.586601
4.0775 10.6979 28.9505 5.7401 0.131493 0.025004 0.798801 -0.586914
4.08 10.6828 28.9561 5.76292 0.13154 0.0253495 0.798552 -0.587228
4.0825 10.6677 28.9617 5.78569 0.131585 0.0256948 0.798303 -0.587542
4.085 10.6526 28.9673 5.80841 0.13163 0.0260401 0.798053 -0.587856
4.0875 10.6375 28.9728 5.83109 0.131674 0.0263851 0.797803 -0.58817
4.09 10.6224 28.9784 5.85371 0.131717 0.0267301 0.797553 -0.588484
4.0925 10.6073 28.9839 5.87628 0.131758 0.0270749 0.797303 -0.588798
4.095 10.5922 28.9894 5.8988 0.131799 0.0274196 0.797053 -0.589112
4.0975 10.5771 28.9949 5.92126 0.131838 0.0277641 0.796802 -0.589426
4.1 10.562 29.0003 5.94367 0.131877 0.0281085 0.796551 -0.58974
4.1025 10.5469 29.0058 5.96601 0.131914 0.0284528 0.7963 -0.590055
4.105 10.5318 29.0113 5.9883 0.131951 0.0287969 0.796049 -0.590369
4.1075 10.5166 29.0167 6.01053 0.131986 0.0291408 0.795798 -0.590683
4.11 10.5015 29.0221 6.0327 0.13202 0.0294846 0.795546 -0.590998
4.1125 10.4864 29.0275 6.0548 0.132053 0.0298282 0.795294 -0.591312
4.115 10.4712 29.0329 6.07684 0.132085 0.0301716 0.795042 -0.591627
4.1175 10.4561 29.0383 6.09881 0.132116 0.0305149 0.79479 -0.591941
4.12 10.441 29.0436 6.12071 0.132146 0.030858 0.794538 -0.592256
4.1225 10.4258 29.049 6.14255 0.132175 0.0312009 0.794285 -0.592571
4.125 10.4107 29.0543 6.16431 0.132202 0.0315437 0.794032 -0.592885
4.1275 10.3955 29.0596 6.18601 0.132229 0.0318863 0.793779 -0.5932
4.13 10.3804 29.0649 6.20763 0.132255 0.0322287 0.793526 -0.593515
4.1325 10.3652 29.0702 6.22917 0.132279 0.0325709 0.793272 -0.59383
4.135 10.35 29.0755 6.25065 0.132303 0.0329129 0.793019 -0.594145
4.1375 10.3349 29.0807 6.27204 0.132325 0.0332547 0.792765 -0.59446
4.14 10.3197 29.0859 6.29336 0.132347 0.0335964 0.792511 -0.594774
4.1425 10.3045 29.0912 6.31459 0.132367 0.0339378 0.792256 -0.59509
4.145 10.2894 29.0964 6.33575 0.132386 0.0342791 0.792002 -0.595405
4.1475 10.2742 29.1016 6.35682 0.132404 0.0346201 0.791747 -0.59572
4.15 10.259 29.1067 6.37782 0.132421 0.0349609 0.791492 -0.596035
4.1525 10.2438 29.1119 6.39872 0.132437 0.0353016 0.791237 -0.59635
4.155 10.2286 29.1171 6.41954 0.132452 0.035642 0.790982 -0.596665
4.1575 10.2134 29.1222 6.44028 0.132466 0.0359822 0.790726 -0.596981
4.16 10.1983 29.1273 6.46092 0.132479 0.0363221 0.790471 -0.597296
4.1625 10.1831 29.1324 6.48147 0.132491 0.0366619 0.790215 -0.597611
4.165 10.1679 29.1375 6.50194 0.132501 0.0370014 0.789959 -0.597927
4.1675 10.1526 29.1426 6.52231 0.132511 0.0373408 0.789702 -0.598242
4.17 10.1374 29.1476 6.54259 0.132519 0.0376798 0.789446 -0.598558
4.1725 10.1222 29.1527 6.56277 0.132527 0.0380187 0.789189 -0.598873
4.175 10.107 29.1577 6.58286 0.132533 0.0383573 0.788932 -0.599189
4.1775 10.0918 29.1627 6.60285 0.132538 0.0386957 0.788675 -0.599505
4.18 10.0766 29.1677 6.62274 0.132543 0.0390338 0.788418 -0.59982
4.1825 10.0614 29.1727 6.64253 0.132546 0.0393717 0.78816 -0.600136
4.185 10.0461 29.1777 6.66222 0.132548 0.0397094 0.787903 -0.600452
4.1875 10.0309 29.1826 6.68181 0.132549 0.0400467 0.787645 -0.600768
4.19 10.0157 29.1876 6.70129 0.132549 0.0403839 0.787387 -0.601084
4.1925 10.0004 29.1925 6.72067 0.132548 0.0407208 0.787128 -0.6014
4.195 9.9852 29.1974 6.73995 0.132546 0.0410574 0.78687 -0.601716
4.1975 9.96996 29.2023 6.75911 0.132543 0.0413938 0.786611 -0.602032
4.2 9.95472 29.2072 6.77817 0.132538 0.0417299 0.786353 -0.602348
4.2025 9.93947 29.2121 6.79712 0.132533 0.0420657 0.786094 -0.602664
4.205 9.92422 29.2169 6.81596 0.132527 0.0424013 0.785834 -0.60298
4.2075 9.90897 29.2217 6.83469 0.132519 0.0427366 0.785575 -0.603296
4.21 9.89371 29.2266 6.8533 0.132511 0.0430716 0.785315 -0.603612
4.2125 9.87845 29.2314 6.8718 0.132501 0.0434063 0.785055 -0.603928
